"STATE","COUNTY","SUMLEV","NAME","CENSUS2020","POPESTIMATE042020","Error","PctError","AbsPctError"
"15","009","050","Maui County",164754,167976,3222,1.95564295859281,1.95564295859281
"16","001","050","Ada County",494967,491505,-3462,-0.69944056876519,0.69944056876519
"16","003","050","Adams County",4379,4416,37,0.844941767526833,0.844941767526833
"16","005","050","Bannock County",87018,88632,1614,1.85478866441426,1.85478866441426
"16","007","050","Bear Lake County",6372,6155,-217,-3.40552416823603,3.40552416823603
"16","009","050","Benewah County",9530,9424,-106,-1.11227701993704,1.11227701993704
"16","011","050","Bingham County",47992,47151,-841,-1.75237539589932,1.75237539589932
"16","013","050","Blaine County",24272,23357,-915,-3.76977587343441,3.76977587343441
"16","015","050","Boise County",7610,8048,438,5.75558475689882,5.75558475689882
"16","017","050","Bonner County",47110,46609,-501,-1.06346847803014,1.06346847803014
"16","019","050","Bonneville County",123964,121481,-2483,-2.00300087122068,2.00300087122068
"16","021","050","Boundary County",12056,12609,553,4.58692767086928,4.58692767086928
"16","023","050","Butte County",2574,2636,62,2.40870240870241,2.40870240870241
"16","025","050","Camas County",1077,1122,45,4.17827298050139,4.17827298050139
"16","027","050","Canyon County",231105,235471,4366,1.8891845697843,1.8891845697843
"16","029","050","Caribou County",7027,7139,112,1.59385228404725,1.59385228404725
"16","031","050","Cassia County",24655,24259,-396,-1.60616507807747,1.60616507807747
"16","033","050","Clark County",790,837,47,5.94936708860759,5.94936708860759
"16","035","050","Clearwater County",8734,8838,104,1.19074879780169,1.19074879780169
"16","037","050","Custer County",4275,4259,-16,-0.374269005847953,0.374269005847953
"16","039","050","Elmore County",28666,27459,-1207,-4.21056303634968,4.21056303634968
"16","041","050","Franklin County",14194,14139,-55,-0.387487670846837,0.387487670846837
"16","043","050","Fremont County",13388,13200,-188,-1.4042426053182,1.4042426053182
"16","045","050","Gem County",19123,18580,-543,-2.83951262877164,2.83951262877164
"16","047","050","Gooding County",15598,15542,-56,-0.359020387229132,0.359020387229132
"16","049","050","Idaho County",16541,16784,243,1.46907683936884,1.46907683936884
"16","051","050","Jefferson County",30891,30422,-469,-1.51824155903014,1.51824155903014
"16","053","050","Jerome County",24237,24573,336,1.38631018690432,1.38631018690432
"16","055","050","Kootenai County",171362,169445,-1917,-1.11868442245072,1.11868442245072
"16","057","050","Latah County",39517,40732,1215,3.07462611028165,3.07462611028165
"16","059","050","Lemhi County",7974,8062,88,1.10358665663406,1.10358665663406
"16","061","050","Lewis County",3533,3836,303,8.57628078120577,8.57628078120577
"16","063","050","Lincoln County",5127,5341,214,4.17398088550809,4.17398088550809
"16","065","050","Madison County",52913,40266,-12647,-23.9014986865232,23.9014986865232
"16","067","050","Minidoka County",21613,21133,-480,-2.22088557812428,2.22088557812428
"16","069","050","Nez Perce County",42090,40710,-1380,-3.27868852459016,3.27868852459016
"16","071","050","Oneida County",4564,4512,-52,-1.13935144609991,1.13935144609991
"16","073","050","Owyhee County",11913,12047,134,1.12482162343658,1.12482162343658
"16","075","050","Payette County",25386,24559,-827,-3.25770109509178,3.25770109509178
"16","077","050","Power County",7878,7640,-238,-3.02107133790302,3.02107133790302
"16","079","050","Shoshone County",13169,12869,-300,-2.27807730275647,2.27807730275647
"16","081","050","Teton County",11630,12387,757,6.50902837489252,6.50902837489252
"16","083","050","Twin Falls County",90046,88083,-1963,-2.1799968904782,2.1799968904782
"16","085","050","Valley County",11746,11693,-53,-0.451217435722799,0.451217435722799
"16","087","050","Washington County",10500,10276,-224,-2.13333333333333,2.13333333333333
"17","001","050","Adams County",65737,65003,-734,-1.11657057669197,1.11657057669197
"17","003","050","Alexander County",5240,5585,345,6.58396946564886,6.58396946564886
"17","005","050","Bond County",16725,16344,-381,-2.2780269058296,2.2780269058296
"17","007","050","Boone County",53448,52957,-491,-0.918649902709175,0.918649902709175
"17","009","050","Brown County",6244,6562,318,5.09288917360666,5.09288917360666
"17","011","050","Bureau County",33244,32425,-819,-2.46360245457827,2.46360245457827
"17","013","050","Calhoun County",4437,4653,216,4.86815415821501,4.86815415821501
"17","015","050","Carroll County",15702,14287,-1415,-9.01159088014266,9.01159088014266
"17","017","050","Cass County",13042,12001,-1041,-7.98190461585646,7.98190461585646
"17","019","050","Champaign County",205865,209481,3616,1.75649090423336,1.75649090423336
"17","021","050","Christian County",34032,32196,-1836,-5.39492242595205,5.39492242595205
"17","023","050","Clark County",15455,15336,-119,-0.769977353607247,0.769977353607247
"17","025","050","Clay County",13288,13124,-164,-1.23419626730885,1.23419626730885
"17","027","050","Clinton County",36899,37444,545,1.47700479687796,1.47700479687796
"17","029","050","Coles County",46863,50516,3653,7.79506220259053,7.79506220259053
"17","031","050","Cook County",5275541,5121283,-154258,-2.92402238936253,2.92402238936253
"17","033","050","Crawford County",18679,18583,-96,-0.513946142727127,0.513946142727127
"17","035","050","Cumberland County",10450,10682,232,2.2200956937799,2.2200956937799
"17","037","050","DeKalb County",100420,104743,4323,4.30491933877714,4.30491933877714
"17","039","050","De Witt County",15516,15453,-63,-0.406032482598608,0.406032482598608
"17","041","050","Douglas County",19740,19507,-233,-1.18034447821682,1.18034447821682
"17","043","050","DuPage County",932877,919381,-13496,-1.44670733655134,1.44670733655134
"17","045","050","Edgar County",16866,16948,82,0.486185224712439,0.486185224712439
"17","047","050","Edwards County",6245,6378,133,2.12970376301041,2.12970376301041
"17","049","050","Effingham County",34668,34094,-574,-1.65570554978655,1.65570554978655
"17","051","050","Fayette County",21488,21293,-195,-0.907483246463142,0.907483246463142
"17","053","050","Ford County",13534,12968,-566,-4.18205999704448,4.18205999704448
"17","055","050","Franklin County",37804,38202,398,1.05279864564596,1.05279864564596
"17","057","050","Fulton County",33609,33849,240,0.714094438989556,0.714094438989556
"17","059","050","Gallatin County",4946,4803,-143,-2.89122523251112,2.89122523251112
"17","061","050","Greene County",11985,12766,781,6.51647893199833,6.51647893199833
"17","063","050","Grundy County",52533,51023,-1510,-2.87438372070889,2.87438372070889
"17","065","050","Hamilton County",7993,8098,105,1.31364944326285,1.31364944326285
"17","067","050","Hancock County",17620,17511,-109,-0.618615209988649,0.618615209988649
"17","069","050","Hardin County",3649,3818,169,4.63140586462044,4.63140586462044
"17","071","050","Henderson County",6387,6575,188,2.94347894160013,2.94347894160013
"17","073","050","Henry County",49284,48583,-701,-1.42236831426021,1.42236831426021
"17","075","050","Iroquois County",27077,26813,-264,-0.974997230121505,0.974997230121505
"17","077","050","Jackson County",52974,56767,3793,7.16011628345981,7.16011628345981
"17","079","050","Jasper County",9287,9505,218,2.34736728760633,2.34736728760633
"17","081","050","Jefferson County",37113,37357,244,0.657451566836418,0.657451566836418
"17","083","050","Jersey County",21512,21635,123,0.571773893640759,0.571773893640759
"17","085","050","Jo Daviess County",22035,21246,-789,-3.58066712049013,3.58066712049013
"17","087","050","Johnson County",13308,12367,-941,-7.07093477607454,7.07093477607454
"17","089","050","Kane County",516522,531666,15144,2.93191771115267,2.93191771115267
"17","091","050","Kankakee County",107502,108894,1392,1.2948596305185,1.2948596305185
"17","093","050","Kendall County",131869,130278,-1591,-1.2065003905391,1.2065003905391
"17","095","050","Knox County",49967,49249,-718,-1.43694838593472,1.43694838593472
"17","097","050","Lake County",714342,694897,-19445,-2.72208549966263,2.72208549966263
"17","099","050","LaSalle County",109658,107865,-1793,-1.63508362362983,1.63508362362983
"17","101","050","Lawrence County",15280,15523,243,1.59031413612565,1.59031413612565
"17","103","050","Lee County",34145,33784,-361,-1.05725582076439,1.05725582076439
"17","105","050","Livingston County",35815,35468,-347,-0.968867792824236,0.968867792824236
"17","107","050","Logan County",27987,28448,461,1.64719333976489,1.64719333976489
"17","109","050","McDonough County",27238,29419,2181,8.00719582935605,8.00719582935605
"17","111","050","McHenry County",310229,306389,-3840,-1.23779530604811,1.23779530604811
"17","113","050","McLean County",170954,171347,393,0.229886402190063,0.229886402190063
"17","115","050","Macon County",103998,103303,-695,-0.668282082347737,0.668282082347737
"17","117","050","Macoupin County",44967,44717,-250,-0.55596326194765,0.55596326194765
"17","119","050","Madison County",265859,263013,-2846,-1.07049225341252,1.07049225341252
"17","121","050","Marion County",37729,37124,-605,-1.60354104269925,1.60354104269925
"17","123","050","Marshall County",11742,11352,-390,-3.32141032192131,3.32141032192131
"17","125","050","Mason County",13086,13248,162,1.23796423658872,1.23796423658872
"17","127","050","Massac County",14169,13690,-479,-3.3806196626438,3.3806196626438
"17","129","050","Menard County",12297,12101,-196,-1.59388468732211,1.59388468732211
"17","131","050","Mercer County",15699,15301,-398,-2.53519332441557,2.53519332441557
"17","133","050","Monroe County",34962,34742,-220,-0.629254619300955,0.629254619300955
"17","135","050","Montgomery County",28288,28132,-156,-0.551470588235294,0.551470588235294
"17","137","050","Morgan County",32915,33469,554,1.6831231961112,1.6831231961112
"17","139","050","Moultrie County",14526,14373,-153,-1.05328376703841,1.05328376703841
"17","141","050","Ogle County",51788,50406,-1382,-2.66857186993126,2.66857186993126
"17","143","050","Peoria County",181830,178182,-3648,-2.00626959247649,2.00626959247649
"17","145","050","Perry County",20945,20735,-210,-1.00262592504178,1.00262592504178
"17","147","050","Piatt County",16673,16357,-316,-1.8952797936784,1.8952797936784
"17","149","050","Pike County",14739,15327,588,3.98941583553837,3.98941583553837
"17","151","050","Pope County",3763,4148,385,10.2311985118257,10.2311985118257
"17","153","050","Pulaski County",5193,5220,27,0.519930675909879,0.519930675909879
"17","155","050","Putnam County",5637,5721,84,1.49015433741352,1.49015433741352
"17","157","050","Randolph County",30163,31458,1295,4.29333952193084,4.29333952193084
"17","159","050","Richland County",15813,15505,-308,-1.94776449756529,1.94776449756529
"17","161","050","Rock Island County",144672,141193,-3479,-2.4047500552975,2.4047500552975
"17","163","050","St. Clair County",257400,258637,1237,0.480574980574981,0.480574980574981
"17","165","050","Saline County",23768,23256,-512,-2.15415684954561,2.15415684954561
"17","167","050","Sangamon County",196343,194189,-2154,-1.09705973729647,1.09705973729647
"17","169","050","Schuyler County",6902,6763,-139,-2.01390901188061,2.01390901188061
"17","171","050","Scott County",4949,4951,2,0.0404122044857547,0.0404122044857547
"17","173","050","Shelby County",20990,21369,379,1.80562172463078,1.80562172463078
"17","175","050","Stark County",5400,5274,-126,-2.33333333333333,2.33333333333333
"17","177","050","Stephenson County",44630,43969,-661,-1.48106654716558,1.48106654716558
"17","179","050","Tazewell County",131343,131075,-268,-0.204045895099092,0.204045895099092
"17","181","050","Union County",17244,16545,-699,-4.053583855254,4.053583855254
"17","183","050","Vermilion County",74188,75093,905,1.21987383404324,1.21987383404324
"17","185","050","Wabash County",11361,11229,-132,-1.16186955373647,1.16186955373647
"17","187","050","Warren County",16835,16724,-111,-0.659340659340659,0.659340659340659
"17","189","050","Washington County",13761,13808,47,0.341544945861493,0.341544945861493
"17","191","050","Wayne County",16179,16061,-118,-0.72934050312133,0.72934050312133
"17","193","050","White County",13877,13423,-454,-3.27160049001946,3.27160049001946
"17","195","050","Whiteside County",55691,54821,-870,-1.56219137742185,1.56219137742185
"17","197","050","Will County",696355,689418,-6937,-0.996187289529048,0.996187289529048
"17","199","050","Williamson County",67153,66479,-674,-1.00367816776615,1.00367816776615
"17","201","050","Winnebago County",285350,281743,-3607,-1.26406167864027,1.26406167864027
"17","203","050","Woodford County",38467,38146,-321,-0.834481503626485,0.834481503626485
"18","001","050","Adams County",35809,35859,50,0.139629702030216,0.139629702030216
"18","003","050","Allen County",385410,381615,-3795,-0.984665680703666,0.984665680703666
"18","005","050","Bartholomew County",82208,84443,2235,2.71871350720125,2.71871350720125
"18","007","050","Benton County",8719,8746,27,0.30966853997018,0.30966853997018
"18","009","050","Blackford County",12112,11806,-306,-2.52642007926024,2.52642007926024
"18","011","050","Boone County",70812,69046,-1766,-2.49392758289555,2.49392758289555
"18","013","050","Brown County",15475,15119,-356,-2.30048465266559,2.30048465266559
"18","015","050","Carroll County",20306,20257,-49,-0.241307987786861,0.241307987786861
"18","017","050","Cass County",37870,37515,-355,-0.937417480855558,0.937417480855558
"18","019","050","Clark County",121093,119083,-2010,-1.65988124829676,1.65988124829676
"18","021","050","Clay County",26466,26288,-178,-0.672561021688204,0.672561021688204
"18","023","050","Clinton County",33190,32277,-913,-2.75082856282013,2.75082856282013
"18","025","050","Crawford County",10526,10629,103,0.978529355880676,0.978529355880676
"18","027","050","Daviess County",33381,33539,158,0.473323147898505,0.473323147898505
"18","029","050","Dearborn County",50679,49791,-888,-1.75220505534837,1.75220505534837
"18","031","050","Decatur County",26472,26579,107,0.40420066485343,0.40420066485343
"18","033","050","DeKalb County",43265,43682,417,0.963827574251705,0.963827574251705
"18","035","050","Delaware County",111903,113601,1698,1.51738559287955,1.51738559287955
"18","037","050","Dubois County",43637,42592,-1045,-2.39475674313083,2.39475674313083
"18","039","050","Elkhart County",207047,206292,-755,-0.364651504247828,0.364651504247828
"18","041","050","Fayette County",23398,22947,-451,-1.92751517223694,1.92751517223694
"18","043","050","Floyd County",80484,78883,-1601,-1.98921524775111,1.98921524775111
"18","045","050","Fountain County",16479,16505,26,0.1577765641119,0.1577765641119
"18","047","050","Franklin County",22785,22782,-3,-0.0131665569453588,0.0131665569453588
"18","049","050","Fulton County",20480,20058,-422,-2.060546875,2.060546875
"18","051","050","Gibson County",33011,33826,815,2.46887401169307,2.46887401169307
"18","053","050","Grant County",66674,65416,-1258,-1.88679245283019,1.88679245283019
"18","055","050","Greene County",30803,32193,1390,4.51254747914164,4.51254747914164
"18","057","050","Hamilton County",347467,342823,-4644,-1.33652979995223,1.33652979995223
"18","059","050","Hancock County",79840,79246,-594,-0.743987975951904,0.743987975951904
"18","061","050","Harrison County",39654,40686,1032,2.60251172643365,2.60251172643365
"18","063","050","Hendricks County",174788,172509,-2279,-1.30386525390759,1.30386525390759
"18","065","050","Henry County",48914,48044,-870,-1.77863188453204,1.77863188453204
"18","067","050","Howard County",83658,82780,-878,-1.04951110473595,1.04951110473595
"18","069","050","Huntington County",36662,36459,-203,-0.553706835415417,0.553706835415417
"18","071","050","Jackson County",46428,44232,-2196,-4.72990436805376,4.72990436805376
"18","073","050","Jasper County",32918,33474,556,1.68904550701744,1.68904550701744
"18","075","050","Jay County",20478,20433,-45,-0.2197480222678,0.2197480222678
"18","077","050","Jefferson County",33147,32163,-984,-2.96859444293601,2.96859444293601
"18","079","050","Jennings County",27613,27579,-34,-0.123130409589686,0.123130409589686
"18","081","050","Johnson County",161765,160103,-1662,-1.02741631378852,1.02741631378852
"18","083","050","Knox County",36282,36578,296,0.815831541811366,0.815831541811366
"18","085","050","Kosciusko County",80240,79137,-1103,-1.37462612163509,1.37462612163509
"18","087","050","LaGrange County",40446,40058,-388,-0.959303763042081,0.959303763042081
"18","089","050","Lake County",498700,487517,-11183,-2.24243031882896,2.24243031882896
"18","091","050","LaPorte County",112417,109800,-2617,-2.3279397244189,2.3279397244189
"18","093","050","Lawrence County",45011,45486,475,1.05529759392149,1.05529759392149
"18","095","050","Madison County",130129,129682,-447,-0.343505290903642,0.343505290903642
"18","097","050","Marion County",977203,966118,-11085,-1.13436000503478,1.13436000503478
"18","099","050","Marshall County",46095,46138,43,0.0932856058140796,0.0932856058140796
"18","101","050","Martin County",9812,10104,292,2.97594781899715,2.97594781899715
"18","103","050","Miami County",35962,35378,-584,-1.62393637728714,1.62393637728714
"18","105","050","Monroe County",139718,148278,8560,6.1266264905023,6.1266264905023
"18","107","050","Montgomery County",37936,38351,415,1.09394770139182,1.09394770139182
"18","109","050","Morgan County",71780,70642,-1138,-1.58539983282251,1.58539983282251
"18","111","050","Newton County",13830,13928,98,0.708604483007954,0.708604483007954
"18","113","050","Noble County",47457,47859,402,0.847082622163221,0.847082622163221
"18","115","050","Ohio County",5940,5896,-44,-0.740740740740741,0.740740740740741
"18","117","050","Orange County",19867,19638,-229,-1.15266522373786,1.15266522373786
"18","119","050","Owen County",21321,20845,-476,-2.23254068758501,2.23254068758501
"18","121","050","Parke County",16156,16882,726,4.49368655607824,4.49368655607824
"18","123","050","Perry County",19170,19160,-10,-0.0521648408972353,0.0521648408972353
"18","125","050","Pike County",12250,12372,122,0.995918367346939,0.995918367346939
"18","127","050","Porter County",173215,170947,-2268,-1.30935542533845,1.30935542533845
"18","129","050","Posey County",25222,25313,91,0.360796130362382,0.360796130362382
"18","131","050","Pulaski County",12514,12372,-142,-1.13472910340419,1.13472910340419
"18","133","050","Putnam County",36726,37488,762,2.07482437510211,2.07482437510211
"18","135","050","Randolph County",24502,24280,-222,-0.906048485837891,0.906048485837891
"18","137","050","Ripley County",28995,28437,-558,-1.92446973616141,1.92446973616141
"18","139","050","Rush County",16752,16629,-123,-0.734240687679083,0.734240687679083
"18","141","050","St. Joseph County",272912,271650,-1262,-0.462420120771531,0.462420120771531
"18","143","050","Scott County",24384,23804,-580,-2.37860892388451,2.37860892388451
"18","145","050","Shelby County",45055,44860,-195,-0.432804350238597,0.432804350238597
"18","147","050","Spencer County",19810,20234,424,2.14033316506815,2.14033316506815
"18","149","050","Starke County",23371,23041,-330,-1.41200633263446,1.41200633263446
"18","151","050","Steuben County",34435,34816,381,1.10643240888631,1.10643240888631
"18","153","050","Sullivan County",20817,20578,-239,-1.14810011048662,1.14810011048662
"18","155","050","Switzerland County",9737,10748,1011,10.3830748690562,10.3830748690562
"18","157","050","Tippecanoe County",186251,195897,9646,5.17903259579814,5.17903259579814
"18","159","050","Tipton County",15359,15188,-171,-1.11335373396706,1.11335373396706
"18","161","050","Union County",7087,7117,30,0.42331028643996,0.42331028643996
"18","163","050","Vanderburgh County",180136,182262,2126,1.18021938979438,1.18021938979438
"18","165","050","Vermillion County",15439,15368,-71,-0.459874344193277,0.459874344193277
"18","167","050","Vigo County",106153,106698,545,0.513409889499119,0.513409889499119
"18","169","050","Wabash County",30976,30835,-141,-0.455191115702479,0.455191115702479
"18","171","050","Warren County",8440,8195,-245,-2.90284360189573,2.90284360189573
"18","173","050","Warrick County",63898,63178,-720,-1.12679583085543,1.12679583085543
"18","175","050","Washington County",28182,28164,-18,-0.0638705556738344,0.0638705556738344
"18","177","050","Wayne County",66553,65823,-730,-1.09687016362899,1.09687016362899
"18","179","050","Wells County",28180,28112,-68,-0.241305890702626,0.241305890702626
"18","181","050","White County",24688,24164,-524,-2.12248865845755,2.12248865845755
"18","183","050","Whitley County",34191,34238,47,0.137463075078237,0.137463075078237
"19","001","050","Adair County",7496,7084,-412,-5.49626467449306,5.49626467449306
"19","003","050","Adams County",3704,3595,-109,-2.94276457883369,2.94276457883369
"19","005","050","Allamakee County",14061,13676,-385,-2.73806983856056,2.73806983856056
"19","007","050","Appanoose County",12317,12482,165,1.33961191848664,1.33961191848664
"19","009","050","Audubon County",5674,5495,-179,-3.15474092351075,3.15474092351075
"19","011","050","Benton County",25575,25485,-90,-0.351906158357771,0.351906158357771
"19","013","050","Black Hawk County",131144,130962,-182,-0.13877874702617,0.13877874702617
"19","015","050","Boone County",26715,26320,-395,-1.47857009170878,1.47857009170878
"19","017","050","Bremer County",24988,25323,335,1.34064350888426,1.34064350888426
"19","019","050","Buchanan County",20565,21285,720,3.50109409190372,3.50109409190372
"19","021","050","Buena Vista County",20823,19791,-1032,-4.95605820486962,4.95605820486962
"19","023","050","Butler County",14334,14378,44,0.306962466862006,0.306962466862006
"19","025","050","Calhoun County",9927,9527,-400,-4.02941472751083,4.02941472751083
"19","027","050","Carroll County",20760,19998,-762,-3.67052023121387,3.67052023121387
"19","029","050","Cass County",13127,12840,-287,-2.18633351108403,2.18633351108403
"19","031","050","Cedar County",18505,18517,12,0.0648473385571467,0.0648473385571467
"19","033","050","Cerro Gordo County",43127,42247,-880,-2.04048507895286,2.04048507895286
"19","035","050","Cherokee County",11658,11218,-440,-3.77423228684165,3.77423228684165
"19","037","050","Chickasaw County",12012,11872,-140,-1.16550116550117,1.16550116550117
"19","039","050","Clarke County",9748,9386,-362,-3.71358227328683,3.71358227328683
"19","041","050","Clay County",16384,16030,-354,-2.16064453125,2.16064453125
"19","043","050","Clayton County",17043,17379,336,1.97148389368069,1.97148389368069
"19","045","050","Clinton County",46460,46491,31,0.0667240637107189,0.0667240637107189
"19","047","050","Crawford County",16525,16893,368,2.22692889561271,2.22692889561271
"19","049","050","Dallas County",99678,96181,-3497,-3.50829671542366,3.50829671542366
"19","051","050","Davis County",9110,9050,-60,-0.658616904500549,0.658616904500549
"19","053","050","Decatur County",7645,7807,162,2.1190320470896,2.1190320470896
"19","055","050","Delaware County",17488,16977,-511,-2.92200365965233,2.92200365965233
"19","057","050","Des Moines County",38910,38845,-65,-0.167052171678232,0.167052171678232
"19","059","050","Dickinson County",17703,17518,-185,-1.04502061797435,1.04502061797435
"19","061","050","Dubuque County",99266,97601,-1665,-1.67731146616163,1.67731146616163
"19","063","050","Emmet County",9388,9134,-254,-2.70558159352365,2.70558159352365
"19","065","050","Fayette County",19509,19362,-147,-0.753498385360603,0.753498385360603
"19","067","050","Floyd County",15627,15540,-87,-0.556728738721444,0.556728738721444
"19","069","050","Franklin County",10019,10014,-5,-0.0499051801577004,0.0499051801577004
"19","071","050","Fremont County",6605,6782,177,2.67978803936412,2.67978803936412
"19","073","050","Greene County",8771,8827,56,0.638467677573823,0.638467677573823
"19","075","050","Grundy County",12329,12230,-99,-0.802984832508719,0.802984832508719
"19","077","050","Guthrie County",10623,10745,122,1.14845147321849,1.14845147321849
"19","079","050","Hamilton County",15039,14751,-288,-1.91502094554159,1.91502094554159
"19","081","050","Hancock County",10795,10548,-247,-2.28809634089856,2.28809634089856
"19","083","050","Hardin County",16878,16653,-225,-1.33309633842872,1.33309633842872
"19","085","050","Harrison County",14582,13955,-627,-4.29982169798382,4.29982169798382
"19","087","050","Henry County",20482,19746,-736,-3.59339908212089,3.59339908212089
"19","089","050","Howard County",9469,9180,-289,-3.05206463195691,3.05206463195691
"19","091","050","Humboldt County",9597,9500,-97,-1.01073252057935,1.01073252057935
"19","093","050","Ida County",7005,6840,-165,-2.35546038543897,2.35546038543897
"19","095","050","Iowa County",16662,16145,-517,-3.10286880326491,3.10286880326491
"19","097","050","Jackson County",19485,19266,-219,-1.12394149345651,1.12394149345651
"19","099","050","Jasper County",37813,37166,-647,-1.71105175468754,1.71105175468754
"19","101","050","Jefferson County",15663,18333,2670,17.0465428078912,17.0465428078912
"19","103","050","Johnson County",152854,153507,653,0.427205045337381,0.427205045337381
"19","105","050","Jones County",20646,20639,-7,-0.03390487261455,0.03390487261455
"19","107","050","Keokuk County",10033,10111,78,0.777434466261337,0.777434466261337
"19","109","050","Kossuth County",14828,14705,-123,-0.829511734556245,0.829511734556245
"19","111","050","Lee County",33555,33541,-14,-0.0417225450752496,0.0417225450752496
"19","113","050","Linn County",230299,227797,-2502,-1.08641374908271,1.08641374908271
"19","115","050","Louisa County",10837,11030,193,1.78093568330719,1.78093568330719
"19","117","050","Lucas County",8634,8531,-103,-1.1929580727357,1.1929580727357
"19","119","050","Lyon County",11934,11766,-168,-1.40774258421317,1.40774258421317
"19","121","050","Madison County",16548,16466,-82,-0.49552816050278,0.49552816050278
"19","123","050","Mahaska County",22190,22391,201,0.905813429472735,0.905813429472735
"19","125","050","Marion County",33414,33201,-213,-0.637457353205243,0.637457353205243
"19","127","050","Marshall County",40105,39486,-619,-1.54344844782446,1.54344844782446
"19","129","050","Mills County",14484,14844,360,2.48550124275062,2.48550124275062
"19","131","050","Mitchell County",10565,10625,60,0.56791292001893,0.56791292001893
"19","133","050","Monona County",8751,8599,-152,-1.73694434921723,1.73694434921723
"19","135","050","Monroe County",7577,7745,168,2.21723637323479,2.21723637323479
"19","137","050","Montgomery County",10330,9931,-399,-3.86253630203291,3.86253630203291
"19","139","050","Muscatine County",43235,42459,-776,-1.79484214178328,1.79484214178328
"19","141","050","O'Brien County",14182,13721,-461,-3.25059935129037,3.25059935129037
"19","143","050","Osceola County",6192,5986,-206,-3.32687338501292,3.32687338501292
"19","145","050","Page County",15211,15079,-132,-0.867793044507264,0.867793044507264
"19","147","050","Palo Alto County",8996,8844,-152,-1.68963983992886,1.68963983992886
"19","149","050","Plymouth County",25698,25213,-485,-1.88730640516772,1.88730640516772
"19","151","050","Pocahontas County",7078,6607,-471,-6.65442215315061,6.65442215315061
"19","153","050","Polk County",492401,493699,1298,0.263606288370657,0.263606288370657
"19","155","050","Pottawattamie County",93667,93361,-306,-0.326689228863954,0.326689228863954
"19","157","050","Poweshiek County",18662,18382,-280,-1.50037509377344,1.50037509377344
"19","159","050","Ringgold County",4663,4813,150,3.21681321037958,3.21681321037958
"19","161","050","Sac County",9814,9607,-207,-2.10923170980232,2.10923170980232
"19","163","050","Scott County",174669,173301,-1368,-0.783195644332995,0.783195644332995
"19","165","050","Shelby County",11746,11435,-311,-2.64770985867529,2.64770985867529
"19","167","050","Sioux County",35872,35022,-850,-2.36953612845674,2.36953612845674
"19","169","050","Story County",98537,98081,-456,-0.46277032992683,0.46277032992683
"19","171","050","Tama County",17135,16807,-328,-1.91421067989495,1.91421067989495
"19","173","050","Taylor County",5896,6121,225,3.81614654002714,3.81614654002714
"19","175","050","Union County",12138,12144,6,0.0494315373208107,0.0494315373208107
"19","177","050","Van Buren County",7203,7053,-150,-2.08246563931695,2.08246563931695
"19","179","050","Wapello County",35437,35008,-429,-1.2105990913452,1.2105990913452
"19","181","050","Warren County",52403,52079,-324,-0.618285212678663,0.618285212678663
"19","183","050","Washington County",22565,21992,-573,-2.53933082206958,2.53933082206958
"19","185","050","Wayne County",6497,6420,-77,-1.18516238263814,1.18516238263814
"19","187","050","Webster County",36999,35914,-1085,-2.93251168950512,2.93251168950512
"19","189","050","Winnebago County",10679,10278,-401,-3.755033242813,3.755033242813
"19","191","050","Winneshiek County",20070,19886,-184,-0.916791230692576,0.916791230692576
"19","193","050","Woodbury County",105941,103123,-2818,-2.65997111599853,2.65997111599853
"19","195","050","Worth County",7443,7361,-82,-1.10170630122263,1.10170630122263
"19","197","050","Wright County",12943,12434,-509,-3.93262767519122,3.93262767519122
"20","001","050","Allen County",12526,12419,-107,-0.85422321571132,0.85422321571132
"20","003","050","Anderson County",7836,7969,133,1.69729453802961,1.69729453802961
"20","005","050","Atchison County",16348,16075,-273,-1.66992904330805,1.66992904330805
"20","007","050","Barber County",4228,4383,155,3.66603595080416,3.66603595080416
"20","009","050","Barton County",25493,25762,269,1.05519162122936,1.05519162122936
"20","011","050","Bourbon County",14360,14499,139,0.967966573816156,0.967966573816156
"20","013","050","Brown County",9508,9521,13,0.13672696676483,0.13672696676483
"20","015","050","Butler County",67380,67023,-357,-0.529830810329475,0.529830810329475
"20","017","050","Chase County",2572,2588,16,0.622083981337481,0.622083981337481
"20","019","050","Chautauqua County",3379,3256,-123,-3.64013021604025,3.64013021604025
"20","021","050","Cherokee County",19362,19772,410,2.11754983989257,2.11754983989257
"20","023","050","Cheyenne County",2616,2616,0,0,0
"20","025","050","Clark County",1991,1979,-12,-0.60271220492215,0.60271220492215
"20","027","050","Clay County",8117,8048,-69,-0.85006775902427,0.85006775902427
"20","029","050","Cloud County",9032,8701,-331,-3.66474756421612,3.66474756421612
"20","031","050","Coffey County",8360,8180,-180,-2.15311004784689,2.15311004784689
"20","033","050","Comanche County",1689,1701,12,0.710479573712256,0.710479573712256
"20","035","050","Cowley County",34549,34734,185,0.535471359518365,0.535471359518365
"20","037","050","Crawford County",38972,38769,-203,-0.520886790516268,0.520886790516268
"20","039","050","Decatur County",2764,2787,23,0.832127351664255,0.832127351664255
"20","041","050","Dickinson County",18402,18330,-72,-0.39126181936746,0.39126181936746
"20","043","050","Doniphan County",7510,7530,20,0.266311584553928,0.266311584553928
"20","045","050","Douglas County",118785,122546,3761,3.16622469166982,3.16622469166982
"20","047","050","Edwards County",2907,2757,-150,-5.15995872033024,5.15995872033024
