GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,AIANHHRA,AIANHHTA,AITSA,ANRCA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,VTDA,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7Q001,H7Q002,H7Q003,H7Q004,H7Q005,H7Q006,H7Q007,H7Q008,H7Q009,H7Q010,H7Q011,H7Q012,H7Q013,H7Q014,H7Q015,H7Q016,H7Q017,H7Q018,H7Q019,H7Q020,H7Q021,H7Q022,H7Q023,H7Q024,H7Q025,H7Q026,H7Q027,H7Q028,H7Q029,H7Q030,H7Q031,H7Q032,H7Q033,H7Q034,H7Q035,H7Q036,H7Q037,H7Q038,H7Q039,H7Q040,H7Q041,H7Q042,H7Q043,H7Q044,H7Q045,H7Q046,H7Q047,H7Q048,H7Q049,H7Q050,H7Q051,H7Q052,H7Q053,H7Q054,H7Q055,H7Q056,H7Q057,H7Q058,H7Q059,H7Q060,H7Q061,H7Q062,H7Q063,H7Q064,H7Q065,H7Q066,H7Q067,H7Q068,H7Q069,H7Q070,H7Q071,2010 Census Redistricting Data tabulation downloaded from nhgis.org on 20220530
G1700390,2010,2,3,Illinois,17,De Witt County,39,,,,,,,,,,,,999,,,,,,,,,,,,De Witt County,,16561,16368,16035,87,26,60,4,156,193,188,49,69,32,3,27,0,0,0,2,1,0,0,1,2,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700410,2010,2,3,Illinois,17,Douglas County,41,,,,,,,,,,,,999,,,,,,,,,,,,Douglas County,,19980,19749,19113,58,34,83,0,461,231,223,55,94,25,0,44,0,0,0,2,0,0,0,0,2,1,8,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700430,2010,2,3,Illinois,17,DuPage County,43,,,,,,,,,,,,176,,,,,,,,,,,,DuPage County,,916924,896528,714140,42346,2415,92304,217,45106,20396,19341,3578,1975,6048,210,3919,276,357,25,405,341,8,135,260,1729,75,951,378,117,5,96,84,7,36,91,70,10,14,0,5,5,11,2,4,2,4,10,91,56,0,8,4,4,0,6,5,1,4,1,2,0,0,0,13,9,4,0,0,0,0,0,0,
G1700450,2010,2,3,Illinois,17,Edgar County,45,,,,,,,,,,,,999,,,,,,,,,,,,Edgar County,,18576,18446,18268,64,25,33,4,52,130,129,29,62,15,1,12,0,1,0,6,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700470,2010,2,3,Illinois,17,Edwards County,47,,,,,,,,,,,,999,,,,,,,,,,,,Edwards County,,6721,6666,6584,30,9,22,0,21,55,53,15,18,11,2,5,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700490,2010,2,3,Illinois,17,Effingham County,49,,,,,,,,,,,,999,,,,,,,,,,,,Effingham County,,34242,33963,33429,79,39,147,7,262,279,261,67,87,32,10,47,4,1,0,4,1,0,0,0,6,2,13,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,
G1700510,2010,2,3,Illinois,17,Fayette County,51,,,,,,,,,,,,999,,,,,,,,,,,,Fayette County,,22140,21914,20750,980,35,51,4,94,226,214,49,91,42,2,28,1,0,0,1,0,0,0,0,0,0,12,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700530,2010,2,3,Illinois,17,Ford County,53,,,,,,,,,,,,999,,,,,,,,,,,,Ford County,,14081,13922,13677,85,33,37,0,90,159,158,33,46,23,6,38,1,2,0,1,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700550,2010,2,3,Illinois,17,Franklin County,55,,,,,,,,,,,,999,,,,,,,,,,,,Franklin County,,39561,39119,38641,123,104,124,3,124,442,429,117,195,52,7,37,1,1,0,4,0,0,14,1,0,0,9,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,
G1700570,2010,2,3,Illinois,17,Fulton County,57,,,,,,,,,,,,426,,,,,,,,,,,,Fulton County,,37069,36735,34625,1269,131,112,2,596,334,315,92,132,38,8,35,6,0,0,0,1,0,1,0,2,0,18,3,1,0,2,1,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700590,2010,2,3,Illinois,17,Gallatin County,59,,,,,,,,,,,,999,,,,,,,,,,,,Gallatin County,,5589,5524,5473,12,14,5,0,20,65,61,10,43,5,0,2,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700610,2010,2,3,Illinois,17,Greene County,61,,,,,,,,,,,,999,,,,,,,,,,,,Greene County,,13886,13787,13588,119,23,16,2,39,99,98,28,50,8,1,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700630,2010,2,3,Illinois,17,Grundy County,63,,,,,,,,,,,,176,,,,,,,,,,,,Grundy County,,50063,49330,46933,605,114,327,15,1336,733,695,161,129,139,6,219,5,1,0,18,0,0,3,1,11,2,35,15,6,0,0,6,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700650,2010,2,3,Illinois,17,Hamilton County,65,,,,,,,,,,,,999,,,,,,,,,,,,Hamilton County,,8457,8398,8305,31,20,19,1,22,59,58,12,27,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700670,2010,2,3,Illinois,17,Hancock County,67,,,,,,,,,,,,999,,,,,,,,,,,,Hancock County,,19104,18928,18723,52,40,46,11,56,176,171,47,71,21,4,18,3,0,0,2,1,0,2,1,0,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700690,2010,2,3,Illinois,17,Hardin County,69,,,,,,,,,,,,999,,,,,,,,,,,,Hardin County,,4320,4285,4205,13,26,22,5,14,35,33,9,14,3,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G1700710,2010,2,3,Illinois,17,Henderson County,71,,,,,,,,,,,,999,,,,,,,,,,,,Henderson County,,7331,7261,7198,15,15,15,5,13,70,68,21,29,8,3,4,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700730,2010,2,3,Illinois,17,Henry County,73,,,,,,,,,,,,999,,,,,,,,,,,,Henry County,,50486,49754,47846,796,93,191,14,814,732,700,264,195,82,5,138,3,2,1,7,1,0,0,0,2,0,27,18,2,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700750,2010,2,3,Illinois,17,Iroquois County,75,,,,,,,,,,,,999,,,,,,,,,,,,Iroquois County,,29718,29323,28155,233,51,103,2,779,395,387,120,111,38,8,92,2,0,0,0,0,0,5,0,6,5,7,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700770,2010,2,3,Illinois,17,Jackson County,77,,,,,,,,,,,,166,,,,,,,,,,,,Jackson County,,60218,58625,46875,8589,227,1910,32,992,1593,1438,559,284,272,9,115,74,18,8,40,9,4,5,9,21,11,141,85,9,3,13,13,2,3,4,2,0,4,0,0,1,0,0,0,0,1,1,14,8,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700790,2010,2,3,Illinois,17,Jasper County,79,,,,,,,,,,,,999,,,,,,,,,,,,Jasper County,,9698,9640,9564,11,13,24,2,26,58,55,15,27,8,2,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700810,2010,2,3,Illinois,17,Jefferson County,81,,,,,,,,,,,,999,,,,,,,,,,,,Jefferson County,,38827,38203,34315,3251,85,246,7,299,624,607,306,151,66,8,42,12,0,2,5,6,1,1,3,3,1,16,7,1,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700830,2010,2,3,Illinois,17,Jersey County,83,,,,,,,,,,,,476,,,,,,,,,,,,Jersey County,,22985,22713,22431,93,60,77,6,46,272,255,74,113,45,4,12,0,0,0,0,2,0,0,4,1,0,17,6,0,0,1,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700850,2010,2,3,Illinois,17,Jo Daviess County,85,,,,,,,,,,,,999,,,,,,,,,,,,Jo Daviess County,,22678,22475,22046,107,45,72,11,194,203,193,60,68,26,1,29,6,2,0,0,0,0,0,1,0,0,9,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700870,2010,2,3,Illinois,17,Johnson County,87,,,,,,,,,,,,999,,,,,,,,,,,,Johnson County,,12582,12456,11197,1006,29,22,1,201,126,118,15,66,16,0,16,0,0,0,0,2,0,0,0,2,1,8,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1700890,2010,2,3,Illinois,17,Kane County,89,,,,,,,,,,,,176,,,,,,,,,,,,Kane County,,515269,501763,384548,29422,2887,17895,193,66818,13506,12938,2910,1352,2272,68,4591,184,121,18,549,53,2,240,58,453,67,523,199,57,7,71,42,2,40,36,43,7,5,1,3,2,2,1,0,0,3,2,34,23,0,6,0,2,0,2,0,0,1,0,0,0,0,0,10,10,0,0,0,0,0,1,1,
G1700910,2010,2,3,Illinois,17,Kankakee County,91,,,,,,,,,,,,176,,,,,,,,,,,,Kankakee County,,113449,111047,87986,17187,286,1052,34,4502,2402,2241,995,386,207,16,411,55,25,6,79,5,1,18,7,25,5,148,81,10,0,28,4,1,4,2,5,0,4,0,2,2,5,0,0,0,0,0,11,6,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,
G1700930,2010,2,3,Illinois,17,Kendall County,93,,,,,,,,,,,,176,,,,,,,,,,,,Kendall County,,114736,112060,95891,6585,316,3467,33,5768,2676,2515,710,253,685,16,617,39,47,1,48,12,2,10,13,62,0,145,64,22,0,20,5,0,17,4,8,1,0,0,1,1,0,0,1,0,0,1,14,1,0,5,0,0,0,5,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,
G1700950,2010,2,3,Illinois,17,Knox County,95,,,,,,,,,,,,999,,,,,,,,,,,,Knox County,,52919,51613,46329,3810,104,338,9,1023,1306,1245,692,222,91,9,165,19,8,2,28,1,0,3,3,2,0,56,27,5,0,13,4,0,0,1,1,0,1,0,0,1,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,
G1700970,2010,2,3,Illinois,17,Lake County,97,,,,,,,,,,,,176,,,,,,,,,,,,Lake County,,703462,685176,528204,49033,3279,44358,294,60008,18286,17245,3504,1816,4521,199,4594,304,324,51,591,92,2,290,215,638,104,961,353,139,8,96,49,4,50,104,72,15,16,1,9,16,15,6,3,2,0,3,73,25,1,18,9,2,0,3,1,5,4,0,3,1,1,0,7,7,0,0,0,0,0,0,0,
G1700990,2010,2,3,Illinois,17,LaSalle County,99,,,,,,,,,,,,999,,,,,,,,,,,,LaSalle County,,113924,112278,106187,2186,289,762,16,2838,1646,1561,513,366,216,19,385,9,8,1,13,3,1,6,2,16,3,81,40,0,0,15,11,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701010,2010,2,3,Illinois,17,Lawrence County,101,,,,,,,,,,,,999,,,,,,,,,,,,Lawrence County,,16833,16662,14696,1608,38,38,2,280,171,154,69,38,8,1,33,0,0,0,0,0,1,1,0,3,0,16,12,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701030,2010,2,3,Illinois,17,Lee County,103,,,,,,,,,,,,999,,,,,,,,,,,,Lee County,,36031,35503,32745,1735,74,246,10,693,528,495,169,123,64,3,112,2,5,0,7,0,0,5,0,4,1,33,17,0,1,6,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701050,2010,2,3,Illinois,17,Livingston County,105,,,,,,,,,,,,999,,,,,,,,,,,,Livingston County,,38950,38452,35752,1915,67,199,1,518,498,466,175,105,53,6,101,3,5,1,8,0,1,1,3,3,1,31,18,0,0,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701070,2010,2,3,Illinois,17,Logan County,107,,,,,,,,,,,,999,,,,,,,,,,,,Logan County,,30305,29913,27008,2285,60,184,5,371,392,375,154,87,61,4,43,5,5,1,3,1,0,3,6,2,0,17,6,3,0,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701090,2010,2,3,Illinois,17,McDonough County,109,,,,,,,,,,,,999,,,,,,,,,,,,McDonough County,,32612,32012,29476,1642,75,580,2,237,600,566,194,142,130,7,55,11,9,3,5,0,0,2,3,3,2,33,25,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701110,2010,2,3,Illinois,17,McHenry County,111,,,,,,,,,,,,176,,,,,,,,,,,,McHenry County,,308760,303560,278257,3283,939,7807,80,13194,5200,4925,979,879,1375,60,1230,43,46,2,52,18,0,48,40,134,19,260,94,37,4,19,35,3,18,30,15,0,2,0,1,1,1,0,0,0,0,0,12,7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,
G1701130,2010,2,3,Illinois,17,McLean County,113,,,,,,,,,,,,999,,,,,,,,,,,,McLean County,,169572,165634,142940,12426,383,7227,55,2603,3938,3701,1750,506,732,32,327,77,39,5,61,24,1,8,15,116,8,221,105,18,0,31,16,1,11,16,15,4,3,0,1,0,0,0,0,0,0,0,13,7,0,2,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,1,1,
G1701150,2010,2,3,Illinois,17,Macon County,115,,,,,,,,,,,,999,,,,,,,,,,,,Macon County,,110768,108014,87855,18027,226,1118,32,756,2754,2601,1660,364,207,25,142,82,20,4,42,0,4,2,33,15,1,139,91,10,2,16,2,0,3,8,1,1,1,0,3,0,0,1,0,0,0,0,11,6,1,2,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
G1701170,2010,2,3,Illinois,17,Macoupin County,117,,,,,,,,,,,,476,,,,,,,,,,,,Macoupin County,,47765,47339,46596,359,126,129,11,118,426,406,122,189,62,4,20,7,0,0,1,0,0,0,1,0,0,20,9,1,1,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701190,2010,2,3,Illinois,17,Madison County,119,,,,,,,,,,,,476,,,,,,,,,,,,Madison County,,269282,264323,237641,21235,659,2254,107,2427,4959,4651,2071,990,740,70,430,118,53,10,65,19,2,19,20,36,8,287,174,24,0,28,26,1,6,13,5,0,0,0,2,4,2,0,0,0,0,2,19,5,3,0,2,0,0,4,0,0,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,
G1701210,2010,2,3,Illinois,17,Marion County,121,,,,,,,,,,,,999,,,,,,,,,,,,Marion County,,39437,38811,36734,1557,122,224,9,165,626,604,360,107,46,14,54,11,3,1,6,0,0,0,1,0,1,22,13,0,1,2,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701230,2010,2,3,Illinois,17,Marshall County,123,,,,,,,,,,,,426,,,,,,,,,,,,Marshall County,,12640,12521,12271,44,22,45,2,137,119,114,21,35,25,5,27,0,1,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701250,2010,2,3,Illinois,17,Mason County,125,,,,,,,,,,,,999,,,,,,,,,,,,Mason County,,14666,14531,14382,54,36,40,0,19,135,135,40,60,20,1,9,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701270,2010,2,3,Illinois,17,Massac County,127,,,,,,,,,,,,424,,,,,,,,,,,,Massac County,,15429,15113,14033,904,62,42,0,72,316,294,172,60,22,1,29,2,1,0,3,0,0,0,2,1,1,20,16,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G1701290,2010,2,3,Illinois,17,Menard County,129,,,,,,,,,,,,999,,,,,,,,,,,,Menard County,,12705,12569,12383,76,32,30,2,46,136,126,37,61,18,0,4,0,0,0,0,0,0,0,1,5,0,10,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701310,2010,2,3,Illinois,17,Mercer County,131,,,,,,,,,,,,999,,,,,,,,,,,,Mercer County,,16434,16312,16153,47,17,52,1,42,122,121,38,41,17,3,18,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701330,2010,2,3,Illinois,17,Monroe County,133,,,,,,,,,,,,476,,,,,,,,,,,,Monroe County,,32957,32685,32287,69,67,144,7,111,272,264,49,109,65,3,33,0,0,0,0,2,0,0,1,2,0,7,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701350,2010,2,3,Illinois,17,Montgomery County,135,,,,,,,,,,,,999,,,,,,,,,,,,Montgomery County,,30104,29898,28632,952,47,111,11,145,206,199,76,66,28,10,17,0,0,1,0,0,0,0,0,1,0,7,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701370,2010,2,3,Illinois,17,Morgan County,137,,,,,,,,,,,,999,,,,,,,,,,,,Morgan County,,35547,34969,32321,2122,78,168,7,273,578,541,357,80,46,4,30,8,0,0,9,0,0,0,4,2,1,36,18,4,0,2,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701390,2010,2,3,Illinois,17,Moultrie County,139,,,,,,,,,,,,999,,,,,,,,,,,,Moultrie County,,14846,14756,14622,41,28,31,0,34,90,90,34,37,11,0,3,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701410,2010,2,3,Illinois,17,Ogle County,141,,,,,,,,,,,,466,,,,,,,,,,,,Ogle County,,53497,52740,49867,483,111,250,14,2015,757,725,237,160,90,11,198,1,3,1,4,0,0,3,1,16,0,29,7,2,0,7,2,0,2,5,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701430,2010,2,3,Illinois,17,Peoria County,143,,,,,,,,,,,,426,,,,,,,,,,,,Peoria County,,186494,181230,138800,33030,526,5856,62,2956,5264,4941,2829,532,628,53,392,165,53,10,137,22,1,22,26,62,9,294,137,28,2,51,16,0,8,23,10,1,15,1,2,0,0,0,0,0,0,0,25,14,2,4,2,0,0,2,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,
G1701450,2010,2,3,Illinois,17,Perry County,145,,,,,,,,,,,,999,,,,,,,,,,,,Perry County,,22350,22037,19656,1866,55,87,8,365,313,304,176,68,24,2,15,4,1,10,2,2,0,0,0,0,0,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701470,2010,2,3,Illinois,17,Piatt County,147,,,,,,,,,,,,999,,,,,,,,,,,,Piatt County,,16729,16572,16393,58,29,51,6,35,157,152,39,50,32,7,14,1,4,0,0,0,0,2,0,3,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701490,2010,2,3,Illinois,17,Pike County,149,,,,,,,,,,,,999,,,,,,,,,,,,Pike County,,16430,16314,15928,275,28,38,7,38,116,114,30,66,6,5,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701510,2010,2,3,Illinois,17,Pope County,151,,,,,,,,,,,,999,,,,,,,,,,,,Pope County,,4470,4431,4098,269,29,11,1,23,39,37,18,12,4,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701530,2010,2,3,Illinois,17,Pulaski County,153,,,,,,,,,,,,999,,,,,,,,,,,,Pulaski County,,6161,6042,3965,1994,26,13,3,41,119,100,47,24,11,0,5,4,0,1,8,0,0,0,0,0,0,17,13,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701550,2010,2,3,Illinois,17,Putnam County,155,,,,,,,,,,,,999,,,,,,,,,,,,Putnam County,,6006,5937,5803,32,6,13,1,82,69,66,16,13,10,7,16,1,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701570,2010,2,3,Illinois,17,Randolph County,157,,,,,,,,,,,,999,,,,,,,,,,,,Randolph County,,33476,33165,29318,3263,62,104,15,403,311,290,111,98,30,5,33,5,2,1,4,0,0,0,0,1,0,21,17,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701590,2010,2,3,Illinois,17,Richland County,159,,,,,,,,,,,,999,,,,,,,,,,,,Richland County,,16233,16082,15795,78,25,119,1,64,151,143,46,48,25,3,16,0,0,1,0,0,2,0,2,0,0,8,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G1701610,2010,2,3,Illinois,17,Rock Island County,161,,,,,,,,,,,,999,,,,,,,,,,,,Rock Island County,,147546,143088,120382,13289,395,2419,48,6555,4458,4209,1831,536,400,38,762,107,21,6,141,33,5,271,15,41,2,228,128,19,4,31,9,0,18,6,2,0,3,0,6,0,0,1,0,1,0,0,16,12,0,2,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,
G1701630,2010,2,3,Illinois,17,St. Clair County,163,,,,,,,,,,,,476,,,,,,,,,,,,St. Clair County,,270056,264048,174458,82302,652,3276,227,3133,6008,5527,2242,794,1185,95,375,260,211,51,154,21,8,20,43,57,11,435,218,89,7,26,16,2,4,33,11,5,7,0,2,12,1,0,0,0,1,1,36,15,2,2,7,4,0,2,0,0,3,1,0,0,0,0,10,6,4,0,0,0,0,0,0,
G1701650,2010,2,3,Illinois,17,Saline County,165,,,,,,,,,,,,999,,,,,,,,,,,,Saline County,,24913,24476,23178,995,88,101,17,97,437,407,197,124,31,4,19,12,0,0,13,2,1,2,2,0,0,26,17,2,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
