GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,AIANHHRA,AIANHHTA,AITSA,ANRCA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,VTDA,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7Q001,H7Q002,H7Q003,H7Q004,H7Q005,H7Q006,H7Q007,H7Q008,H7Q009,H7Q010,H7Q011,H7Q012,H7Q013,H7Q014,H7Q015,H7Q016,H7Q017,H7Q018,H7Q019,H7Q020,H7Q021,H7Q022,H7Q023,H7Q024,H7Q025,H7Q026,H7Q027,H7Q028,H7Q029,H7Q030,H7Q031,H7Q032,H7Q033,H7Q034,H7Q035,H7Q036,H7Q037,H7Q038,H7Q039,H7Q040,H7Q041,H7Q042,H7Q043,H7Q044,H7Q045,H7Q046,H7Q047,H7Q048,H7Q049,H7Q050,H7Q051,H7Q052,H7Q053,H7Q054,H7Q055,H7Q056,H7Q057,H7Q058,H7Q059,H7Q060,H7Q061,H7Q062,H7Q063,H7Q064,H7Q065,H7Q066,H7Q067,H7Q068,H7Q069,H7Q070,H7Q071,2010 Census Redistricting Data tabulation downloaded from nhgis.org on 20220530
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Block Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Combined Statistical Area Code,New England City and Town Area Code,NECTA Division Code,Combined New England City and Town Area Code,Congressional District (111th Congress) Code,State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,Voting District/Remainder Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,School Attendance Area Code,Total,Population of one race,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Population of two or more races,Population of two races,Population of Two Races: White; Black or African American,Population of Two Races: White; American Indian and Alaska Native,Population of Two Races: White; Asian,Population of Two Races: White; Native Hawaiian and Other Pacific Islander,Population of Two Races: White; some other race,Population of Two Races: Black or African American; American Indian and Alaska Native,Population of Two Races: Black or African American; Asian,Population of Two Races: Black or African American; Native Hawaiian and Other Pacific Islander,Population of Two Races: Black or African American; some other race,Population of Two Races: American Indian and Alaska Native; Asian,Population of Two Races: American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Population of Two Races: American Indian and Alaska Native; some other race,Population of Two Races: Asian; Native Hawaiian and Other Pacific Islander,Population of Two Races: Asian; some other race,Population of Two Races: Native Hawaiian and Other Pacific Islander; some other race,Population of three races,Population of Three Races: White; Black or African American; American Indian and Alaska Native,Population of Three Races: White; Black or African American; Asian,Population of Three Races: White; Black or African American; Native Hawaiian and Other Pacific Islander,Population of Three Races: White; Black or African American; some other race,Population of Three Races: White; American Indian and Alaska Native; Asian,Population of Three Races: White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Population of Three Races: White; American Indian and Alaska Native; some other race,Population of Three Races: White; Asian; Native Hawaiian and Other Pacific Islander,Population of Three Races: White; Asian; some other race,Population of Three Races: White; Native Hawaiian and Other Pacific Islander; some other race,Population of Three Races: Black or African American; American Indian and Alaska Native; Asian,Population of Three Races: Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Population of Three Races: Black or African American; American Indian and Alaska Native; some other race,Population of Three Races: Black or African American; Asian; Native Hawaiian and Other Pacific Islander,Population of Three Races: Black or African American; Asian; some other race,Population of Three Races: Black or African American; Native Hawaiian and Other Pacific Islander; some other race,Population of Three Races: American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Population of Three Races: American Indian and Alaska Native; Asian; some other race,Population of Three Races: American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; some other race,Population of Three Races: Asian; Native Hawaiian and Other Pacific Islander; some other race,Population of four races,Population of Four Races: White; Black or African American; American Indian and Alaska Native; Asian,Population of Four Races: White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Population of Four Races: White; Black or African American; American Indian and Alaska Native; some other race,Population of Four Races: White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander,Population of Four Races: White; Black or African American; Asian; some other race,Population of Four Races: White; Black or African American; Native Hawaiian and Other Pacific Islander; some other race,Population of Four Races: White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Population of Four Races: White; American Indian and Alaska Native; Asian; some other race,Population of Four Races: White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; some other race,Population of Four Races: White; Asian; Native Hawaiian and Other Pacific Islander; some other race,Population of Four Races: Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Population of Four Races: Black or African American; American Indian and Alaska Native; Asian; some other race,Population of Four Races: Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; some other race,Population of Four Races: Black or African American; Asian; Native Hawaiian and Other Pacific Islander; some other race,Population of Four Races: American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; some other race,Population of five races,Population of Five Races: White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Population of Five Races: White; Black or African American; American Indian and Alaska Native; Asian; some other race,Population of Five Races: White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; some other race,Population of Five Races: White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; some other race,Population of Five Races: White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; some other race,Population of Five Races: Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; some other race,Population of six races,Population of Six Races: White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; some other race,
G0100010,2010,3,6,Alabama,1,Autauga County,1,,,,,,,,,,,,388,,,,,,,,,,,,Autauga County,,54571,53702,42855,9643,232,474,32,466,869,814,219,262,177,11,50,32,19,9,16,0,0,5,5,8,1,49,21,4,1,5,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100030,2010,3,6,Alabama,1,Baldwin County,3,,,,,,,,,,,,380,,,,,,,,,,,,Baldwin County,,182265,179542,156153,17105,1216,1348,89,3631,2723,2583,658,1035,336,35,311,63,34,7,38,12,0,15,11,14,14,128,53,11,3,8,21,1,9,10,7,0,1,0,1,2,0,1,0,0,0,0,11,5,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,
G0100050,2010,3,6,Alabama,1,Barbour County,5,,,,,,,,,,,,999,,,,,,,,,,,,Barbour County,,27457,27199,13180,12875,114,107,29,894,258,254,76,49,7,2,34,54,2,4,7,0,1,2,1,5,10,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
G0100070,2010,3,6,Alabama,1,Bibb County,7,,,,,,,,,,,,142,,,,,,,,,,,,Bibb County,,22915,22712,17381,5047,64,22,13,185,203,195,50,77,16,3,16,9,13,5,4,0,0,2,0,0,0,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100090,2010,3,6,Alabama,1,Blount County,9,,,,,,,,,,,,142,,,,,,,,,,,,Blount County,,57322,56638,53068,761,307,117,38,2347,684,662,112,330,74,8,102,12,2,0,6,3,0,2,4,7,0,21,15,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100110,2010,3,6,Alabama,1,Bullock County,11,,,,,,,,,,,,999,,,,,,,,,,,,Bullock County,,10914,10828,2507,7666,23,20,43,569,86,82,12,28,3,0,3,8,5,2,9,0,0,3,0,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100130,2010,3,6,Alabama,1,Butler County,13,,,,,,,,,,,,999,,,,,,,,,,,,Butler County,,20947,20786,11399,9095,60,177,7,48,161,153,58,41,17,1,13,10,4,3,3,0,0,3,0,0,0,8,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100150,2010,3,6,Alabama,1,Calhoun County,15,,,,,,,,,,,,999,,,,,,,,,,,,Calhoun County,,118572,116597,88840,24382,540,845,96,1894,1975,1848,676,520,223,49,143,67,48,20,46,8,2,4,17,17,8,109,43,10,2,7,8,3,2,18,4,3,1,0,1,2,3,1,1,0,0,0,17,7,0,1,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
G0100170,2010,3,6,Alabama,1,Chambers County,17,,,,,,,,,,,,122,,,,,,,,,,,,Chambers County,,34215,33830,20112,13257,69,168,10,214,385,373,162,101,27,1,37,11,10,0,22,0,0,0,0,1,1,11,4,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100190,2010,3,6,Alabama,1,Cherokee County,19,,,,,,,,,,,,999,,,,,,,,,,,,Cherokee County,,25989,25602,24081,1208,135,54,1,123,387,376,94,206,19,12,35,9,0,0,0,0,0,0,0,1,0,11,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100210,2010,3,6,Alabama,1,Chilton County,21,,,,,,,,,,,,142,,,,,,,,,,,,Chilton County,,43643,43137,36713,4230,155,130,55,1854,506,487,158,142,44,5,97,10,6,5,5,0,0,10,1,1,3,19,13,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100230,2010,3,6,Alabama,1,Choctaw County,23,,,,,,,,,,,,999,,,,,,,,,,,,Choctaw County,,13859,13801,7731,6012,18,12,0,28,58,52,22,8,7,0,1,10,3,0,1,0,0,0,0,0,0,6,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100250,2010,3,6,Alabama,1,Clarke County,25,,,,,,,,,,,,999,,,,,,,,,,,,Clarke County,,25833,25657,14070,11336,103,77,4,67,176,157,53,45,11,1,11,18,5,3,9,0,0,0,0,1,0,15,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100270,2010,3,6,Alabama,1,Clay County,27,,,,,,,,,,,,999,,,,,,,,,,,,Clay County,,13932,13697,11380,2066,55,24,0,172,235,227,86,98,6,2,19,10,0,2,3,1,0,0,0,0,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100290,2010,3,6,Alabama,1,Cleburne County,29,,,,,,,,,,,,999,,,,,,,,,,,,Cleburne County,,14972,14812,14079,498,51,23,10,151,160,156,59,57,18,0,15,0,1,0,1,4,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G0100310,2010,3,6,Alabama,1,Coffee County,31,,,,,,,,,,,,222,,,,,,,,,,,,Coffee County,,49948,48701,37330,8359,645,644,100,1623,1247,1144,284,398,218,18,111,28,30,3,21,11,1,4,8,3,6,99,50,7,3,7,8,1,3,14,0,2,1,0,0,0,3,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100330,2010,3,6,Alabama,1,Colbert County,33,,,,,,,,,,,,999,,,,,,,,,,,,Colbert County,,54428,53583,43789,8768,267,229,20,510,845,813,316,330,51,8,55,20,16,0,14,0,0,2,0,1,0,31,9,2,0,9,4,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100350,2010,3,6,Alabama,1,Conecuh County,35,,,,,,,,,,,,999,,,,,,,,,,,,Conecuh County,,13228,13096,6788,6149,44,17,1,97,132,122,38,43,8,0,10,9,9,1,4,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,
G0100370,2010,3,6,Alabama,1,Coosa County,37,,,,,,,,,,,,388,,,,,,,,,,,,Coosa County,,11539,11436,7648,3582,40,16,15,135,103,100,24,40,6,1,11,12,0,1,1,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100390,2010,3,6,Alabama,1,Covington County,39,,,,,,,,,,,,999,,,,,,,,,,,,Covington County,,37765,37243,32022,4716,214,155,1,135,522,508,204,217,36,1,28,11,0,0,4,2,1,2,0,2,0,13,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100410,2010,3,6,Alabama,1,Crenshaw County,41,,,,,,,,,,,,999,,,,,,,,,,,,Crenshaw County,,13906,13704,10097,3254,57,189,8,99,202,197,84,80,7,0,7,9,4,0,1,1,0,2,0,2,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100430,2010,3,6,Alabama,1,Cullman County,43,,,,,,,,,,,,142,,,,,,,,,,,,Cullman County,,80406,79517,76133,856,408,343,18,1759,889,860,150,495,69,20,102,4,1,1,4,3,1,1,1,1,7,26,12,2,0,1,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G0100450,2010,3,6,Alabama,1,Dale County,45,,,,,,,,,,,,222,,,,,,,,,,,,Dale County,,50251,48746,37236,9679,371,534,44,882,1505,1369,453,361,241,17,127,67,22,9,32,7,0,2,16,7,8,129,49,21,4,9,11,6,10,13,2,1,0,1,0,0,0,0,0,0,1,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
G0100470,2010,3,6,Alabama,1,Dallas County,47,,,,,,,,,,,,999,,,,,,,,,,,,Dallas County,,43820,43521,12769,30423,85,149,11,84,299,271,133,34,7,2,7,31,17,19,20,1,0,0,0,0,0,27,15,2,4,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
G0100490,2010,3,6,Alabama,1,DeKalb County,49,,,,,,,,,,,,999,,,,,,,,,,,,DeKalb County,,71109,69535,60087,1078,969,203,147,7051,1574,1521,192,969,67,19,199,3,2,0,9,5,6,18,5,11,16,52,13,7,0,4,8,1,6,4,1,1,0,0,0,0,0,0,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100510,2010,3,6,Alabama,1,Elmore County,51,,,,,,,,,,,,388,,,,,,,,,,,,Elmore County,,79303,78159,60455,15900,285,518,63,938,1144,1084,339,322,196,20,93,41,14,7,23,0,0,5,8,9,7,59,36,8,2,0,1,0,3,4,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G0100530,2010,3,6,Alabama,1,Escambia County,53,,,,,,,,,,,,999,,,,,,,,,,,,Escambia County,,38319,37739,23784,12220,1288,92,12,343,580,564,158,265,36,6,19,41,11,3,10,4,3,4,0,3,1,16,7,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100550,2010,3,6,Alabama,1,Etowah County,55,,,,,,,,,,,,999,,,,,,,,,,,,Etowah County,,104430,102885,83823,15796,448,672,171,1975,1545,1487,544,549,111,25,140,25,20,6,36,4,0,10,2,13,2,58,21,7,1,6,9,1,5,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100570,2010,3,6,Alabama,1,Fayette County,57,,,,,,,,,,,,999,,,,,,,,,,,,Fayette County,,17241,17070,14910,1969,52,37,0,102,171,169,82,58,7,2,17,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100590,2010,3,6,Alabama,1,Franklin County,59,,,,,,,,,,,,999,,,,,,,,,,,,Franklin County,,31704,31174,26320,1228,215,63,10,3338,530,516,122,178,18,4,153,3,4,0,13,0,0,18,0,3,0,13,7,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G0100610,2010,3,6,Alabama,1,Geneva County,61,,,,,,,,,,,,222,,,,,,,,,,,,Geneva County,,26790,26374,23127,2539,224,67,8,409,416,394,128,172,25,1,36,22,0,1,5,1,0,1,2,0,0,18,8,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
G0100630,2010,3,6,Alabama,1,Greene County,63,,,,,,,,,,,,999,,,,,,,,,,,,Greene County,,9045,9002,1575,7370,17,15,0,25,43,41,16,5,2,0,4,13,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100650,2010,3,6,Alabama,1,Hale County,65,,,,,,,,,,,,999,,,,,,,,,,,,Hale County,,15760,15672,6266,9301,25,35,1,44,88,75,14,27,7,0,14,3,7,2,1,0,0,0,0,0,0,13,3,0,0,1,3,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100670,2010,3,6,Alabama,1,Henry County,67,,,,,,,,,,,,222,,,,,,,,,,,,Henry County,,17302,17126,11865,4942,57,54,2,206,176,168,73,51,12,2,10,10,3,2,5,0,0,0,0,0,0,6,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100690,2010,3,6,Alabama,1,Houston County,69,,,,,,,,,,,,222,,,,,,,,,,,,Houston County,,101547,99788,71053,26176,446,820,49,1244,1759,1641,581,459,174,17,165,95,56,20,39,5,5,8,8,9,0,104,47,8,0,8,9,0,2,11,2,0,1,2,3,8,2,0,1,0,0,0,12,6,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,
G0100710,2010,3,6,Alabama,1,Jackson County,71,,,,,,,,,,,,999,,,,,,,,,,,,Jackson County,,53227,51849,48348,1781,719,185,48,768,1378,1361,227,942,54,9,71,30,1,0,8,2,1,9,3,3,1,17,3,0,0,3,2,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100730,2010,3,6,Alabama,1,Jefferson County,73,,,,,,,,,,,,142,,,,,,,,,,,,Jefferson County,,658466,651191,349166,276525,1740,9158,244,14358,7275,6778,2069,1450,1130,53,709,509,252,59,262,38,4,44,29,128,42,450,240,48,3,50,25,2,13,22,9,6,4,0,1,6,8,2,0,5,0,6,43,18,6,8,3,5,0,1,0,0,1,0,0,0,1,0,4,3,1,0,0,0,0,0,0,
G0100750,2010,3,6,Alabama,1,Lamar County,75,,,,,,,,,,,,999,,,,,,,,,,,,Lamar County,,14564,14381,12626,1643,24,4,2,82,183,177,62,66,12,2,9,16,0,0,5,1,0,0,2,2,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
G0100770,2010,3,6,Alabama,1,Lauderdale County,77,,,,,,,,,,,,999,,,,,,,,,,,,Lauderdale County,,92709,91403,80112,9257,338,685,34,977,1306,1265,526,404,116,9,114,47,9,5,14,3,0,2,9,6,1,35,13,3,0,0,6,0,3,4,4,0,2,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G0100790,2010,3,6,Alabama,1,Lawrence County,79,,,,,,,,,,,,290,,,,,,,,,,,,Lawrence County,,34339,32861,26647,3938,1953,42,6,275,1478,1428,118,1174,40,11,35,27,1,1,2,14,0,4,0,0,1,43,25,1,1,0,11,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,
G0100810,2010,3,6,Alabama,1,Lee County,81,,,,,,,,,,,,194,,,,,,,,,,,,Lee County,,140247,137988,100006,31901,445,3658,105,1873,2259,2121,654,447,450,46,204,77,75,8,67,5,5,8,30,40,5,126,48,8,1,14,12,0,3,9,9,2,10,0,0,6,4,0,0,0,0,0,11,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G0100830,2010,3,6,Alabama,1,Limestone County,83,,,,,,,,,,,,290,,,,,,,,,,,,Limestone County,,82782,81314,66506,10429,547,924,42,2866,1468,1401,428,478,189,17,151,35,24,4,25,6,0,8,2,20,14,63,34,2,0,9,1,1,3,6,2,3,1,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100850,2010,3,6,Alabama,1,Lowndes County,85,,,,,,,,,,,,388,,,,,,,,,,,,Lowndes County,,11299,11239,2859,8310,25,14,0,31,60,51,17,13,2,0,0,2,10,1,2,3,0,0,0,1,0,9,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100870,2010,3,6,Alabama,1,Macon County,87,,,,,,,,,,,,194,,,,,,,,,,,,Macon County,,21452,21224,3319,17729,29,76,2,69,228,181,73,22,8,3,4,41,17,5,8,0,0,0,0,0,0,42,30,0,0,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100890,2010,3,6,Alabama,1,Madison County,89,,,,,,,,,,,,290,,,,,,,,,,,,Madison County,,334811,326556,228280,80376,2551,8265,365,6719,8255,7580,2065,2132,1554,84,514,399,244,54,254,36,20,35,45,114,30,626,304,71,11,52,47,4,14,42,21,5,22,4,7,2,6,9,4,0,0,1,46,18,5,2,1,2,5,7,0,0,4,0,1,1,0,0,3,3,0,0,0,0,0,0,0,
G0100910,2010,3,6,Alabama,1,Marengo County,91,,,,,,,,,,,,999,,,,,,,,,,,,Marengo County,,21027,20863,9751,10872,34,53,13,140,164,156,56,33,13,2,15,17,6,5,7,1,0,1,0,0,0,7,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100930,2010,3,6,Alabama,1,Marion County,93,,,,,,,,,,,,999,,,,,,,,,,,,Marion County,,30776,30435,28791,1184,101,54,14,291,341,331,98,148,17,7,54,4,0,2,0,0,0,1,0,0,0,10,4,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0100950,2010,3,6,Alabama,1,Marshall County,95,,,,,,,,,,,,999,,,,,,,,,,,,Marshall County,,93019,91455,81464,1494,706,478,103,7210,1564,1515,402,621,106,24,251,17,1,0,11,8,10,25,9,15,15,30,5,0,0,3,7,2,8,3,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,8,7,1,0,0,0,0,1,1,
G0100970,2010,3,6,Alabama,1,Mobile County,97,,,,,,,,,,,,380,,,,,,,,,,,,Mobile County,,412992,406970,248647,142992,3681,7561,204,3885,6022,5579,1628,1541,795,72,450,463,182,35,156,34,5,49,48,103,18,416,229,21,4,17,26,1,15,34,18,4,12,2,13,12,3,4,1,0,0,0,22,3,1,6,0,0,1,4,2,1,0,3,0,0,1,0,5,5,0,0,0,0,0,0,0,
G0100990,2010,3,6,Alabama,1,Monroe County,99,,,,,,,,,,,,999,,,,,,,,,,,,Monroe County,,23068,22734,12718,9614,260,67,9,66,334,325,114,132,25,3,9,28,2,1,5,1,2,1,0,2,0,9,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G0101010,2010,3,6,Alabama,1,Montgomery County,101,,,,,,,,,,,,388,,,,,,,,,,,,Montgomery County,,229363,226457,90656,125477,589,4821,171,4743,2906,2631,826,373,418,33,219,295,217,36,97,14,1,11,35,43,13,257,130,33,12,18,12,2,4,7,13,0,4,3,6,12,1,0,0,0,0,0,16,8,2,0,0,0,0,4,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,
G0101030,2010,3,6,Alabama,1,Morgan County,103,,,,,,,,,,,,290,,,,,,,,,,,,Morgan County,,119490,117126,95404,14185,1042,691,107,5697,2364,2287,666,937,185,24,334,39,28,3,35,4,0,12,1,16,3,69,34,5,0,5,6,3,5,2,0,0,1,1,0,0,2,0,0,0,5,0,8,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
